Frame,Player ID,Team,Team Color,Position,Has Ball,Speed (km/h),Distance (m)
185,17,2,[     228.83      229.03      219.14],"[1469.6832275390625, 660.9674682617188, 1495.876220703125, 727.8438110351562]",False,0.00,0.00
185,7,1,[     144.11      227.51      180.38],"[1179.934326171875, 547.8858642578125, 1207.955322265625, 610.8009033203125]",False,8.68,19.42
185,10,1,[     144.11      227.51      180.38],"[1590.19775390625, 544.4212646484375, 1614.044677734375, 607.9639892578125]",False,0.00,0.00
185,12,2,[     228.83      229.03      219.14],"[912.955078125, 315.2203063964844, 928.9949340820312, 356.91094970703125]",False,13.82,29.51
185,5,2,[     228.83      229.03      219.14],"[480.198486328125, 605.6098022460938, 510.91717529296875, 676.2822875976562]",False,1.20,19.30
185,9,1,[     144.11      227.51      180.38],"[819.79931640625, 433.87164306640625, 844.784423828125, 485.1989440917969]",False,5.30,18.52
185,144,1,[     144.11      227.51      180.38],"[1500.056884765625, 537.128173828125, 1526.674560546875, 603.4461669921875]",False,0.00,0.00
185,87,1,[     144.11      227.51      180.38],"[1495.594482421875, 411.5343017578125, 1521.21533203125, 457.330810546875]",False,0.00,0.00
185,8,1,[     144.11      227.51      180.38],"[1504.9500732421875, 471.8506164550781, 1534.699951171875, 521.29052734375]",False,0.00,0.00
185,19,2,[     228.83      229.03      219.14],"[1077.829833984375, 424.2115173339844, 1100.490234375, 476.9338073730469]",False,5.85,15.94
185,11,1,[     144.11      227.51      180.38],"[1162.707275390625, 369.0469665527344, 1182.785888671875, 413.0457458496094]",False,0.00,0.00
185,25,1,[     144.11      227.51      180.38],"[1451.4219970703125, 356.814697265625, 1466.939453125, 397.21453857421875]",False,0.00,0.00
185,23,2,[     228.83      229.03      219.14],"[1494.19091796875, 290.9761962890625, 1510.09765625, 330.5679931640625]",False,0.00,0.00
185,14,2,[     228.83      229.03      219.14],"[1506.388427734375, 440.3731689453125, 1532.333740234375, 484.518798828125]",False,0.00,0.00
185,13,1,[     144.11      227.51      180.38],"[1138.6634521484375, 431.94573974609375, 1157.6331787109375, 481.4853820800781]",False,5.43,11.70
185,143,2,[     228.83      229.03      219.14],"[1571.244140625, 451.2843933105469, 1596.1025390625, 509.6710510253906]",False,0.00,0.00
185,127,1,[     144.11      227.51      180.38],"[199.84716796875, 467.1036071777344, 220.27207946777344, 522.1898803710938]",False,0.00,0.00
186,2,2,[     228.83      229.03      219.14],"[1097.60205078125, 532.57861328125, 1125.6658935546875, 592.7088012695312]",False,6.77,23.24
186,15,2,[     228.83      229.03      219.14],"[999.7311401367188, 741.613037109375, 1039.0452880859375, 819.2557983398438]",False,4.68,19.62
186,16,2,[     228.83      229.03      219.14],"[694.137451171875, 451.1911926269531, 712.711669921875, 504.4327697753906]",False,3.90,18.14
186,7,1,[     144.11      227.51      180.38],"[1179.141845703125, 546.4257202148438, 1205.31005859375, 611.0974731445312]",False,8.68,19.42
186,10,1,[     144.11      227.51      180.38],"[1587.8756103515625, 544.4632568359375, 1611.9964599609375, 607.2186279296875]",False,0.00,0.00
186,143,2,[     228.83      229.03      219.14],"[1568.470458984375, 450.2573547363281, 1594.72705078125, 509.4429931640625]",False,0.00,0.00
186,6,1,[     144.11      227.51      180.38],"[664.3465576171875, 536.5836181640625, 690.9874877929688, 605.6251831054688]",False,1.96,20.90
186,17,2,[     228.83      229.03      219.14],"[1467.99365234375, 660.8933715820312, 1494.0882568359375, 729.3433837890625]",False,0.00,0.00
186,5,2,[     228.83      229.03      219.14],"[479.9074401855469, 606.163330078125, 511.8926696777344, 676.2182006835938]",False,1.20,19.30
186,11,1,[     144.11      227.51      180.38],"[1160.48779296875, 369.179443359375, 1182.540283203125, 415.382080078125]",False,0.00,0.00
186,9,1,[     144.11      227.51      180.38],"[819.2032470703125, 434.22454833984375, 843.3131103515625, 485.25567626953125]",False,5.30,18.52
186,144,1,[     144.11      227.51      180.38],"[1498.2960205078125, 536.2408447265625, 1520.3602294921875, 603.1041870117188]",False,0.00,0.00
186,25,1,[     144.11      227.51      180.38],"[1449.1400146484375, 356.1658630371094, 1463.5606689453125, 395.4537048339844]",False,0.00,0.00
186,12,2,[     228.83      229.03      219.14],"[908.5645751953125, 313.7503356933594, 927.8111572265625, 355.2469787597656]",False,13.82,29.51
186,13,1,[     144.11      227.51      180.38],"[1134.2457275390625, 431.5007629394531, 1157.2576904296875, 480.2397766113281]",False,5.43,11.70
186,8,1,[     144.11      227.51      180.38],"[1503.539306640625, 464.44500732421875, 1530.457763671875, 521.2554931640625]",False,0.00,0.00
186,87,1,[     144.11      227.51      180.38],"[1494.5799560546875, 412.6512451171875, 1517.8555908203125, 455.71527099609375]",False,0.00,0.00
186,19,2,[     228.83      229.03      219.14],"[1075.6585693359375, 423.3757629394531, 1100.109375, 475.50213623046875]",False,5.85,15.94
186,23,2,[     228.83      229.03      219.14],"[1493.5125732421875, 290.72637939453125, 1510.669921875, 328.8050842285156]",False,0.00,0.00
186,14,2,[     228.83      229.03      219.14],"[1505.4910888671875, 440.6851501464844, 1529.3665771484375, 489.9604797363281]",False,0.00,0.00
186,127,1,[     144.11      227.51      180.38],"[200.67416381835938, 466.3085021972656, 221.45159912109375, 521.08203125]",False,0.00,0.00
187,15,2,[     228.83      229.03      219.14],"[999.0540161132812, 740.5153198242188, 1035.7230224609375, 818.408203125]",False,4.68,19.62
187,2,2,[     228.83      229.03      219.14],"[1093.98291015625, 532.2579956054688, 1123.547119140625, 592.702392578125]",False,6.77,23.24
187,10,1,[     144.11      227.51      180.38],"[1583.369873046875, 544.1968383789062, 1610.9715576171875, 606.741455078125]",False,0.00,0.00
187,25,1,[     144.11      227.51      180.38],"[1445.7930908203125, 356.44061279296875, 1462.023193359375, 395.7733154296875]",False,0.00,0.00
187,17,2,[     228.83      229.03      219.14],"[1462.282470703125, 660.6055297851562, 1494.0010986328125, 728.8386840820312]",False,0.00,0.00
187,144,1,[     144.11      227.51      180.38],"[1494.1253662109375, 536.5867309570312, 1515.071533203125, 603.1635131835938]",False,0.00,0.00
187,11,1,[     144.11      227.51      180.38],"[1155.420166015625, 368.2371826171875, 1182.177001953125, 414.041015625]",False,0.00,0.00
187,7,1,[     144.11      227.51      180.38],"[1177.4088134765625, 546.1904296875, 1203.7236328125, 608.8569946289062]",False,8.68,19.42
187,6,1,[     144.11      227.51      180.38],"[664.796142578125, 536.4713745117188, 692.7239379882812, 605.3612060546875]",False,1.96,20.90
187,143,2,[     228.83      229.03      219.14],"[1566.9364013671875, 449.76409912109375, 1593.030029296875, 508.1556091308594]",False,0.00,0.00
187,13,1,[     144.11      227.51      180.38],"[1133.0064697265625, 432.3539733886719, 1156.222412109375, 479.32318115234375]",False,5.43,11.70
187,5,2,[     228.83      229.03      219.14],"[479.6463317871094, 606.5817260742188, 511.4621887207031, 676.9449462890625]",False,1.20,19.30
187,9,1,[     144.11      227.51      180.38],"[818.5147705078125, 434.4732971191406, 842.3047485351562, 484.1992492675781]",False,5.30,18.52
187,16,2,[     228.83      229.03      219.14],"[692.7880249023438, 450.7709655761719, 710.6221313476562, 504.2795104980469]",False,3.90,18.14
187,19,2,[     228.83      229.03      219.14],"[1072.778076171875, 423.0308532714844, 1099.6129150390625, 475.6365051269531]",False,5.85,15.94
187,87,1,[     144.11      227.51      180.38],"[1493.5537109375, 411.76153564453125, 1516.080810546875, 456.07049560546875]",False,0.00,0.00
187,23,2,[     228.83      229.03      219.14],"[1489.4410400390625, 292.1899108886719, 1509.3321533203125, 330.333251953125]",False,0.00,0.00
187,12,2,[     228.83      229.03      219.14],"[905.7548217773438, 313.1816711425781, 926.4142456054688, 354.1625061035156]",False,13.82,29.51
187,8,1,[     144.11      227.51      180.38],"[1502.4853515625, 467.4192810058594, 1525.2052001953125, 521.3026123046875]",False,0.00,0.00
187,14,2,[     228.83      229.03      219.14],"[1503.9185791015625, 441.1217956542969, 1527.58349609375, 489.4808654785156]",False,0.00,0.00
187,127,1,[     144.11      227.51      180.38],"[200.26272583007812, 466.7102355957031, 223.56820678710938, 521.1901245117188]",False,0.00,0.00
188,15,2,[     228.83      229.03      219.14],"[997.6154174804688, 739.9367065429688, 1033.9898681640625, 816.3154907226562]",False,4.68,19.62
188,25,1,[     144.11      227.51      180.38],"[1443.169921875, 355.9384460449219, 1461.0821533203125, 395.02423095703125]",False,0.00,0.00
188,10,1,[     144.11      227.51      180.38],"[1579.5369873046875, 543.3287353515625, 1610.30419921875, 607.2525024414062]",False,0.00,0.00
188,7,1,[     144.11      227.51      180.38],"[1177.1656494140625, 543.6983642578125, 1200.8961181640625, 608.8441772460938]",False,8.68,19.42
188,9,1,[     144.11      227.51      180.38],"[816.8780517578125, 433.83355712890625, 841.1444702148438, 483.70196533203125]",False,5.30,18.52
188,11,1,[     144.11      227.51      180.38],"[1151.611083984375, 367.8738098144531, 1180.314697265625, 412.0075378417969]",False,0.00,0.00
188,144,1,[     144.11      227.51      180.38],"[1490.5679931640625, 534.6878662109375, 1513.7813720703125, 603.1852416992188]",False,0.00,0.00
188,6,1,[     144.11      227.51      180.38],"[665.82177734375, 536.5825805664062, 693.0841674804688, 605.0380249023438]",False,1.96,20.90
188,17,2,[     228.83      229.03      219.14],"[1457.128173828125, 659.8082885742188, 1492.875, 727.6043701171875]",False,0.00,0.00
188,2,2,[     228.83      229.03      219.14],"[1091.0859375, 531.1858520507812, 1118.532958984375, 592.1929321289062]",False,6.77,23.24
188,143,2,[     228.83      229.03      219.14],"[1566.010986328125, 450.2945556640625, 1590.793212890625, 507.5347900390625]",False,0.00,0.00
188,5,2,[     228.83      229.03      219.14],"[479.33843994140625, 606.733154296875, 511.387939453125, 677.6713256835938]",False,1.20,19.30
188,13,1,[     144.11      227.51      180.38],"[1131.5556640625, 434.3127136230469, 1153.8685302734375, 480.3793029785156]",False,5.43,11.70
188,16,2,[     228.83      229.03      219.14],"[691.4082641601562, 450.04449462890625, 710.265380859375, 506.863037109375]",False,3.90,18.14
188,87,1,[     144.11      227.51      180.38],"[1492.7823486328125, 412.2957458496094, 1516.3216552734375, 454.5849609375]",False,0.00,0.00
188,23,2,[     228.83      229.03      219.14],"[1488.1597900390625, 291.35406494140625, 1509.1878662109375, 329.91571044921875]",False,0.00,0.00
188,19,2,[     228.83      229.03      219.14],"[1071.1046142578125, 424.0996398925781, 1095.1607666015625, 475.1818542480469]",False,5.85,15.94
188,12,2,[     228.83      229.03      219.14],"[901.070068359375, 314.7457580566406, 925.62158203125, 354.9222106933594]",False,13.82,29.51
188,8,1,[     144.11      227.51      180.38],"[1498.2425537109375, 470.2511901855469, 1523.6729736328125, 521.6327514648438]",False,0.00,0.00
188,14,2,[     228.83      229.03      219.14],"[1498.6766357421875, 439.9060363769531, 1526.559814453125, 485.0701904296875]",False,0.00,0.00
188,127,1,[     144.11      227.51      180.38],"[200.09014892578125, 467.15106201171875, 221.98992919921875, 520.1035766601562]",False,0.00,0.00
189,15,2,[     228.83      229.03      219.14],"[996.2162475585938, 740.4609375, 1034.2786865234375, 815.4407958984375]",False,4.68,19.62
189,25,1,[     144.11      227.51      180.38],"[1437.691162109375, 355.54248046875, 1460.4735107421875, 394.5611572265625]",False,0.00,0.00
189,10,1,[     144.11      227.51      180.38],"[1577.624267578125, 543.1598510742188, 1610.28662109375, 607.4170532226562]",False,0.00,0.00
189,9,1,[     144.11      227.51      180.38],"[815.8346557617188, 434.5033264160156, 837.7000122070312, 483.2628479003906]",False,5.30,18.52
189,2,2,[     228.83      229.03      219.14],"[1088.6737060546875, 529.5734252929688, 1113.9996337890625, 591.5725708007812]",False,6.77,23.24
189,144,1,[     144.11      227.51      180.38],"[1483.4798583984375, 534.0626831054688, 1513.4088134765625, 601.4663696289062]",False,0.00,0.00
189,17,2,[     228.83      229.03      219.14],"[1452.7891845703125, 659.3684692382812, 1492.974853515625, 727.6092529296875]",False,0.00,0.00
189,6,1,[     144.11      227.51      180.38],"[666.1580810546875, 537.0291137695312, 693.8758544921875, 604.7814331054688]",False,1.96,20.90
189,7,1,[     144.11      227.51      180.38],"[1176.2900390625, 543.3534545898438, 1201.30517578125, 608.1341552734375]",False,8.68,19.42
189,13,1,[     144.11      227.51      180.38],"[1129.701171875, 433.3282470703125, 1152.7991943359375, 480.076904296875]",False,5.43,11.70
189,11,1,[     144.11      227.51      180.38],"[1149.8057861328125, 367.8695068359375, 1175.9224853515625, 410.7425537109375]",False,0.00,0.00
189,12,2,[     228.83      229.03      219.14],"[897.6756591796875, 313.5038757324219, 922.3187255859375, 353.601318359375]",False,13.82,29.51
189,5,2,[     228.83      229.03      219.14],"[479.1076354980469, 606.7313232421875, 510.1033630371094, 678.4185791015625]",False,1.20,19.30
189,143,2,[     228.83      229.03      219.14],"[1564.871826171875, 451.0163269042969, 1587.734375, 508.3570861816406]",False,0.00,0.00
189,16,2,[     228.83      229.03      219.14],"[690.1817626953125, 450.03515625, 710.4717407226562, 506.177490234375]",False,3.90,18.14
189,8,1,[     144.11      227.51      180.38],"[1494.0, 474.54986572265625, 1523.686279296875, 525.6054077148438]",False,0.00,0.00
189,87,1,[     144.11      227.51      180.38],"[1491.68408203125, 410.46331787109375, 1514.99560546875, 452.720947265625]",False,0.00,0.00
189,19,2,[     228.83      229.03      219.14],"[1071.7738037109375, 422.89471435546875, 1092.2449951171875, 475.2327575683594]",False,5.85,15.94
189,23,2,[     228.83      229.03      219.14],"[1486.34765625, 291.1533508300781, 1508.3734130859375, 328.9398193359375]",False,0.00,0.00
189,14,2,[     228.83      229.03      219.14],"[1494.2879638671875, 441.4635314941406, 1527.08349609375, 503.6996154785156]",False,0.00,0.00
189,127,1,[     144.11      227.51      180.38],"[201.5519256591797, 467.165771484375, 222.51805114746094, 519.2660522460938]",False,0.00,0.00
190,15,2,[     228.83      229.03      219.14],"[995.4993896484375, 740.1038818359375, 1033.7274169921875, 815.287353515625]",False,10.52,20.23
190,25,1,[     144.11      227.51      180.38],"[1435.8133544921875, 355.0562438964844, 1458.416015625, 394.5445861816406]",False,0.00,0.00
190,10,1,[     144.11      227.51      180.38],"[1576.4356689453125, 543.0405883789062, 1609.4898681640625, 607.8721923828125]",False,0.00,0.00
190,144,1,[     144.11      227.51      180.38],"[1479.3773193359375, 535.8232421875, 1511.8948974609375, 599.5258178710938]",False,0.00,0.00
190,7,1,[     144.11      227.51      180.38],"[1174.74951171875, 541.2409057617188, 1198.875732421875, 604.5203857421875]",False,10.94,20.05
190,9,1,[     144.11      227.51      180.38],"[816.04931640625, 434.66162109375, 833.5518188476562, 483.85784912109375]",False,21.98,19.79
190,12,2,[     228.83      229.03      219.14],"[894.5927124023438, 314.0673828125, 917.7163696289062, 352.92645263671875]",False,34.16,31.48
190,2,2,[     228.83      229.03      219.14],"[1088.5184326171875, 527.6748657226562, 1110.368408203125, 590.5961303710938]",False,7.65,23.69
190,17,2,[     228.83      229.03      219.14],"[1451.27099609375, 660.0214233398438, 1492.541748046875, 728.3045654296875]",False,0.00,0.00
190,13,1,[     144.11      227.51      180.38],"[1129.1947021484375, 432.510498046875, 1149.6878662109375, 479.384765625]",False,20.71,12.90
190,6,1,[     144.11      227.51      180.38],"[666.2457885742188, 537.3316650390625, 694.7646484375, 604.4623413085938]",False,9.14,21.43
190,143,2,[     228.83      229.03      219.14],"[1564.046630859375, 450.8227844238281, 1584.2958984375, 506.5329895019531]",False,0.00,0.00
190,16,2,[     228.83      229.03      219.14],"[688.7228393554688, 449.96478271484375, 710.3281860351562, 506.999755859375]",False,15.29,19.03
190,11,1,[     144.11      227.51      180.38],"[1148.8890380859375, 367.8959045410156, 1172.1015625, 410.451904296875]",False,0.00,0.00
190,5,2,[     228.83      229.03      219.14],"[479.0213928222656, 606.8046264648438, 510.2256774902344, 677.7345581054688]",False,14.83,20.15
190,19,2,[     228.83      229.03      219.14],"[1070.7333984375, 422.8735656738281, 1088.7532958984375, 474.4551086425781]",False,19.24,17.05
190,8,1,[     144.11      227.51      180.38],"[1488.537353515625, 472.9474182128906, 1519.3671875, 523.9420776367188]",False,0.00,0.00
190,87,1,[     144.11      227.51      180.38],"[1491.3345947265625, 409.93267822265625, 1512.5587158203125, 453.580078125]",False,0.00,0.00
190,23,2,[     228.83      229.03      219.14],"[1485.6546630859375, 291.9349670410156, 1507.2662353515625, 329.572265625]",False,0.00,0.00
190,14,2,[     228.83      229.03      219.14],"[1494.7276611328125, 440.6170349121094, 1523.6900634765625, 500.7585754394531]",False,0.00,0.00
190,127,1,[     144.11      227.51      180.38],"[202.32408142089844, 466.7119445800781, 223.2351837158203, 520.7421264648438]",False,0.00,0.00
191,15,2,[     228.83      229.03      219.14],"[992.3316650390625, 738.595458984375, 1032.24169921875, 812.669677734375]",False,10.52,20.23
191,10,1,[     144.11      227.51      180.38],"[1574.8154296875, 542.6535034179688, 1607.949462890625, 607.127197265625]",False,0.00,0.00
191,7,1,[     144.11      227.51      180.38],"[1172.6226806640625, 540.8285522460938, 1198.09814453125, 603.9728393554688]",False,10.94,20.05
191,143,2,[     228.83      229.03      219.14],"[1560.8724365234375, 450.1342468261719, 1580.8990478515625, 506.885498046875]",False,0.00,0.00
191,144,1,[     144.11      227.51      180.38],"[1470.530029296875, 534.1090087890625, 1510.19873046875, 598.4949340820312]",False,0.00,0.00
191,9,1,[     144.11      227.51      180.38],"[814.6265258789062, 432.6252136230469, 833.2318725585938, 483.1218566894531]",False,21.98,19.79
191,6,1,[     144.11      227.51      180.38],"[666.2418823242188, 537.4575805664062, 694.1586303710938, 603.5938110351562]",False,9.14,21.43
191,13,1,[     144.11      227.51      180.38],"[1128.2266845703125, 431.77239990234375, 1147.752685546875, 479.8362121582031]",False,20.71,12.90
191,2,2,[     228.83      229.03      219.14],"[1085.522216796875, 526.8905639648438, 1109.263916015625, 590.3975830078125]",False,7.65,23.69
191,17,2,[     228.83      229.03      219.14],"[1450.9542236328125, 661.9931030273438, 1493.9488525390625, 729.0083618164062]",False,0.00,0.00
191,25,1,[     144.11      227.51      180.38],"[1433.6246337890625, 356.1074523925781, 1455.2178955078125, 394.1022033691406]",False,0.00,0.00
191,12,2,[     228.83      229.03      219.14],"[893.3602294921875, 314.1537780761719, 913.90576171875, 352.49871826171875]",False,34.16,31.48
191,16,2,[     228.83      229.03      219.14],"[686.0967407226562, 450.1072082519531, 709.6964111328125, 506.7437438964844]",False,15.29,19.03
191,5,2,[     228.83      229.03      219.14],"[478.5252685546875, 607.1859741210938, 507.8753356933594, 677.9507446289062]",False,14.83,20.15
191,19,2,[     228.83      229.03      219.14],"[1068.79296875, 423.9862976074219, 1085.3314208984375, 475.3276062011719]",False,19.24,17.05
191,8,1,[     144.11      227.51      180.38],"[1483.9149169921875, 474.0173034667969, 1513.8167724609375, 521.3150634765625]",False,0.00,0.00
191,87,1,[     144.11      227.51      180.38],"[1491.26953125, 410.0759582519531, 1509.719970703125, 452.0852966308594]",False,0.00,0.00
191,11,1,[     144.11      227.51      180.38],"[1147.025390625, 367.631103515625, 1165.5560302734375, 412.8606262207031]",False,0.00,0.00
191,14,2,[     228.83      229.03      219.14],"[1495.5989990234375, 442.573974609375, 1518.879638671875, 497.8172607421875]",False,0.00,0.00
191,127,1,[     144.11      227.51      180.38],"[202.1531524658203, 467.6173400878906, 223.16720581054688, 520.0458374023438]",False,0.00,0.00
191,23,2,[     228.83      229.03      219.14],"[1483.4512939453125, 289.8790588378906, 1504.42138671875, 329.1755065917969]",False,0.00,0.00
192,15,2,[     228.83      229.03      219.14],"[990.7921142578125, 738.848876953125, 1032.0274658203125, 815.685791015625]",False,10.52,20.23
192,143,2,[     228.83      229.03      219.14],"[1559.59423828125, 450.18365478515625, 1577.73193359375, 505.32275390625]",False,0.00,0.00
192,9,1,[     144.11      227.51      180.38],"[812.7685546875, 432.8471374511719, 832.91748046875, 482.9438781738281]",False,21.98,19.79
192,6,1,[     144.11      227.51      180.38],"[666.194091796875, 537.4692993164062, 692.6782836914062, 601.0263061523438]",False,9.14,21.43
192,10,1,[     144.11      227.51      180.38],"[1573.3060302734375, 542.6807250976562, 1606.2408447265625, 606.333984375]",False,0.00,0.00
192,13,1,[     144.11      227.51      180.38],"[1128.008056640625, 430.93634033203125, 1145.891845703125, 480.2873840332031]",False,20.71,12.90
192,7,1,[     144.11      227.51      180.38],"[1170.868408203125, 540.4778442382812, 1196.36474609375, 602.7610473632812]",False,10.94,20.05
192,17,2,[     228.83      229.03      219.14],"[1450.4656982421875, 660.996337890625, 1490.48046875, 729.4519653320312]",False,0.00,0.00
192,2,2,[     228.83      229.03      219.14],"[1082.1214599609375, 523.46484375, 1106.2730712890625, 588.6681518554688]",False,7.65,23.69
192,12,2,[     228.83      229.03      219.14],"[890.838134765625, 315.34124755859375, 909.5665283203125, 353.4284362792969]",False,34.16,31.48
192,16,2,[     228.83      229.03      219.14],"[682.5715942382812, 451.0386657714844, 708.6746826171875, 505.1547546386719]",False,15.29,19.03
192,5,2,[     228.83      229.03      219.14],"[478.97955322265625, 607.75634765625, 507.04541015625, 677.3323364257812]",False,14.83,20.15
192,8,1,[     144.11      227.51      180.38],"[1482.3919677734375, 469.8177795410156, 1511.254150390625, 518.7693481445312]",False,0.00,0.00
192,19,2,[     228.83      229.03      219.14],"[1066.3203125, 422.2490234375, 1083.7640380859375, 475.1105651855469]",False,19.24,17.05
192,87,1,[     144.11      227.51      180.38],"[1490.4105224609375, 408.5736083984375, 1506.6981201171875, 449.3771057128906]",False,0.00,0.00
192,14,2,[     228.83      229.03      219.14],"[1493.51220703125, 443.5147705078125, 1514.3551025390625, 496.38336181640625]",False,0.00,0.00
192,25,1,[     144.11      227.51      180.38],"[1433.4273681640625, 356.0679931640625, 1453.2470703125, 394.08966064453125]",False,0.00,0.00
192,127,1,[     144.11      227.51      180.38],"[202.31520080566406, 467.73468017578125, 223.7965850830078, 520.7467041015625]",False,0.00,0.00
192,23,2,[     228.83      229.03      219.14],"[1479.159423828125, 290.061767578125, 1497.215087890625, 331.1006774902344]",False,0.00,0.00
192,144,1,[     144.11      227.51      180.38],"[1472.6619873046875, 524.4990844726562, 1502.406005859375, 599.5179443359375]",False,0.00,0.00
193,6,1,[     144.11      227.51      180.38],"[666.595458984375, 537.04541015625, 691.3898315429688, 599.5001831054688]",False,9.14,21.43
193,15,2,[     228.83      229.03      219.14],"[987.416015625, 737.2595825195312, 1031.5045166015625, 815.4923095703125]",False,10.52,20.23
193,16,2,[     228.83      229.03      219.14],"[681.66357421875, 451.51531982421875, 708.7745361328125, 504.6304626464844]",False,15.29,19.03
193,10,1,[     144.11      227.51      180.38],"[1572.6470947265625, 541.7316284179688, 1604.4202880859375, 605.8245239257812]",False,0.00,0.00
193,7,1,[     144.11      227.51      180.38],"[1169.087890625, 541.864501953125, 1196.044677734375, 601.1854248046875]",False,10.94,20.05
193,143,2,[     228.83      229.03      219.14],"[1557.938232421875, 449.36199951171875, 1576.5699462890625, 505.7593994140625]",False,0.00,0.00
193,9,1,[     144.11      227.51      180.38],"[810.582275390625, 432.9595642089844, 833.2223510742188, 483.5814514160156]",False,21.98,19.79
193,2,2,[     228.83      229.03      219.14],"[1079.4942626953125, 522.2988891601562, 1104.9385986328125, 586.0669555664062]",False,7.65,23.69
193,17,2,[     228.83      229.03      219.14],"[1450.65625, 661.822998046875, 1488.1138916015625, 728.5040893554688]",False,0.00,0.00
193,12,2,[     228.83      229.03      219.14],"[888.9664306640625, 313.78546142578125, 904.3939819335938, 352.8016662597656]",False,34.16,31.48
193,13,1,[     144.11      227.51      180.38],"[1127.561767578125, 429.98748779296875, 1144.1473388671875, 479.28167724609375]",False,20.71,12.90
193,19,2,[     228.83      229.03      219.14],"[1065.1070556640625, 421.53460693359375, 1082.771240234375, 474.7466125488281]",False,19.24,17.05
193,5,2,[     228.83      229.03      219.14],"[479.1507873535156, 609.0201416015625, 507.6956481933594, 678.4237670898438]",False,14.83,20.15
193,8,1,[     144.11      227.51      180.38],"[1478.7886962890625, 467.6981506347656, 1509.8052978515625, 516.7000732421875]",False,0.00,0.00
193,14,2,[     228.83      229.03      219.14],"[1491.2733154296875, 441.7701416015625, 1511.5379638671875, 488.49078369140625]",False,0.00,0.00
193,87,1,[     144.11      227.51      180.38],"[1487.779541015625, 406.981201171875, 1505.760498046875, 447.922119140625]",False,0.00,0.00
193,127,1,[     144.11      227.51      180.38],"[202.68563842773438, 468.6720275878906, 223.95787048339844, 521.337890625]",False,0.00,0.00
193,23,2,[     228.83      229.03      219.14],"[1477.8192138671875, 290.592041015625, 1495.1337890625, 331.1194152832031]",False,0.00,0.00
193,25,1,[     144.11      227.51      180.38],"[1432.387939453125, 356.0419006347656, 1452.825439453125, 394.5786437988281]",False,0.00,0.00
193,144,1,[     144.11      227.51      180.38],"[1471.9871826171875, 525.6278686523438, 1501.4249267578125, 600.2977294921875]",False,0.00,0.00
194,6,1,[     144.11      227.51      180.38],"[667.0828857421875, 536.2571411132812, 691.383544921875, 598.972412109375]",False,9.14,21.43
194,16,2,[     228.83      229.03      219.14],"[681.1942749023438, 451.8143005371094, 708.8642578125, 504.5859375]",False,15.29,19.03
194,15,2,[     228.83      229.03      219.14],"[982.97021484375, 738.2763061523438, 1030.3289794921875, 815.6588745117188]",False,10.52,20.23
194,7,1,[     144.11      227.51      180.38],"[1168.0404052734375, 541.6902465820312, 1195.141357421875, 602.0687866210938]",False,10.94,20.05
194,144,1,[     144.11      227.51      180.38],"[1466.7205810546875, 535.8899536132812, 1501.7003173828125, 596.5420532226562]",False,0.00,0.00
194,10,1,[     144.11      227.51      180.38],"[1572.9327392578125, 541.8927612304688, 1600.852294921875, 605.2944946289062]",False,0.00,0.00
194,17,2,[     228.83      229.03      219.14],"[1449.666259765625, 660.819091796875, 1484.646728515625, 727.9678955078125]",False,0.00,0.00
194,9,1,[     144.11      227.51      180.38],"[809.2490844726562, 433.820068359375, 833.6145629882812, 483.9480285644531]",False,21.98,19.79
194,2,2,[     228.83      229.03      219.14],"[1078.8863525390625, 522.0760498046875, 1103.46533203125, 585.2791137695312]",False,7.65,23.69
194,11,1,[     144.11      227.51      180.38],"[1137.5640869140625, 365.3309326171875, 1156.1990966796875, 413.019287109375]",False,0.00,0.00
194,143,2,[     228.83      229.03      219.14],"[1553.8646240234375, 448.7397155761719, 1575.3377685546875, 504.90411376953125]",False,0.00,0.00
194,19,2,[     228.83      229.03      219.14],"[1064.091796875, 418.97698974609375, 1082.6466064453125, 473.9366455078125]",False,19.24,17.05
194,5,2,[     228.83      229.03      219.14],"[479.2540588378906, 610.281005859375, 508.2354431152344, 679.571044921875]",False,14.83,20.15
194,12,2,[     228.83      229.03      219.14],"[885.7739868164062, 312.73052978515625, 901.2258911132812, 351.6136169433594]",False,34.16,31.48
194,13,1,[     144.11      227.51      180.38],"[1127.411376953125, 427.5486145019531, 1143.16943359375, 479.4011535644531]",False,20.71,12.90
194,14,2,[     228.83      229.03      219.14],"[1488.9024658203125, 441.7537536621094, 1509.9482421875, 489.6603698730469]",False,0.00,0.00
194,8,1,[     144.11      227.51      180.38],"[1477.077392578125, 466.0005798339844, 1506.687744140625, 518.6004638671875]",False,0.00,0.00
194,168,1,[     144.11      227.51      180.38],"[1483.3160400390625, 451.6381530761719, 1509.0189208984375, 511.3050842285156]",False,0.00,0.00
194,87,1,[     144.11      227.51      180.38],"[1486.27880859375, 407.0378723144531, 1503.5577392578125, 447.8383483886719]",False,0.00,0.00
194,127,1,[     144.11      227.51      180.38],"[204.3340301513672, 469.3978271484375, 225.2390899658203, 521.11376953125]",False,0.00,0.00
194,23,2,[     228.83      229.03      219.14],"[1476.885986328125, 290.41827392578125, 1494.1444091796875, 331.1633605957031]",False,0.00,0.00
195,16,2,[     228.83      229.03      219.14],"[680.22314453125, 451.41522216796875, 707.9584350585938, 504.46087646484375]",False,23.21,20.37
